X,rowID,studyID,arm_id,arm_des,country,city,special_pop_description,special_pop,pub_year,author,doi,sample_collection_startyear,sample_collection_startmo,sample_collection_endyear,sample_collection_endmo,pop_vac,age_min,age_max,isolate_type,isolate_col,method_1,method_2,criteria,criteria_specify,drug_class,drug,serotype,serotype_isolates,no_ns,no_res,no_res_sub,no_int,no_sus,perc_ns,perc_res,perc_int,perc_sus
NA,NA,3307,a-1999,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,1999,8,1999,8,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,6A,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,a-2007,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2007,7,2007,7,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,9V,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,a-2001,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2001,5,2001,5,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,6B,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2010,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2010,12,2010,12,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,23F,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,a-2009,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,2,2009,2,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,19A,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2010,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2010,12,2010,12,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,5,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2010,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2010,3,2010,3,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,19A,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,a-2010,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2010,10,2010,10,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,23F,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2000,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2000,7,2000,7,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,5,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2009,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,11,2009,11,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,6A,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2010,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2010,6,2010,6,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,18C,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2009,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,6,2009,6,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,6A,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2010,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2010,7,2010,7,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,5,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2010,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2010,8,2010,8,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,23F,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2010,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2010,3,2010,3,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,6B,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2010,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2010,12,2010,12,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,5,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2010,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2010,2,2010,2,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,19A,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2010,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2010,10,2010,10,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,5,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2010,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2010,10,2010,10,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,5,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2010,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2010,2,2010,2,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,5,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2009,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,1,2009,1,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,18C,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,a-2000,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2000,6,2000,6,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,20B,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2000,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2000,6,2000,6,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,6B,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2006,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2006,7,2006,7,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,3,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,a-2015,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2015,3,2015,3,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,35B/35D,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,a-2014,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2014,12,2014,12,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,5,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2015,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2015,3,2015,3,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,21,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2015,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2015,6,2015,6,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,35B/35D,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,a-2015,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2015,4,2015,4,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,7F,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2015,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2015,5,2015,5,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,35B/35D,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,a-2015,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2015,6,2015,6,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,23F,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,a-2015,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2015,5,2015,5,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,1,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,b-2005,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2005,12,2005,12,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,19A,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,9,2009,9,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,15B/15C,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,12,2009,12,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,21,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,10,2009,10,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,35F,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,9,2009,9,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,19A,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,10,2009,10,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,6C,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,9,2009,9,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,17F,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,4,2009,4,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,15A,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,6,2009,6,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,5,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,5,2009,5,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,19A,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,3,2009,3,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,3,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,b-1998,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,1998,4,1998,4,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,19F,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,b-1999,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,1999,11,1999,11,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,19F,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,b-1999,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,1999,5,1999,5,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,9V,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,b-1999,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,1999,6,1999,6,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,18C,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,b-1999,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,1999,11,1999,11,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,6B,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,b-1999,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,1999,2,1999,2,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,14,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,3,2009,3,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,7F,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,3,2009,3,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,3,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,7,2009,7,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,19A,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,6,2009,6,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,34,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,4,2009,4,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,19A,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,1,2009,1,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,19A,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,1,2009,1,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,19A,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,3,2009,3,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,33F,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,12,2009,12,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,19A,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,10,2009,10,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,12F,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,10,2009,10,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,12F,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,b-2009,NA,United States of America,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2009,10,2009,10,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,3,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2006,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2006,1,2006,1,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,6B,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-1999,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,1999,8,1999,8,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,23F,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,a-2005,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2005,9,2005,9,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,5,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2005,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2005,2,2005,2,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,19A,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,a-2004,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2004,10,2004,10,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,10B,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2004,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2004,3,2004,3,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,6B,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2000,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2000,7,2000,7,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,4,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2000,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2000,5,2000,5,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,7F,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2006,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2006,8,2006,8,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,35B/35D,1,1,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,3307,a-2006,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2006,5,2006,5,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,5,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2006,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2006,5,2006,5,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,12F,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2005,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2005,4,2005,4,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,9L,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2005,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2005,10,2005,10,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,10A,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2005,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2005,1,2005,1,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,6B,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2001,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2001,12,2001,12,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,19A,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2001,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2001,6,2001,6,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,6B,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2000,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2000,6,2000,6,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,1,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2000,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2000,8,2000,8,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,4,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,c-2014,NA,South Africa,missing,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2014,5,2014,5,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,3,1,0,NA,NA,NA,1,NA,NA,NA,NA
NA,NA,3307,a-2014,NA,Malawi,Blantyre,NA,0,2019,Lo SW,10.1016/S1473-3099(19)30297-X,2014,12,2014,12,NA,0,3,1,2,3,2,1,NA,penicillin,Penicillin,2,1,0,NA,NA,NA,1,NA,NA,NA,NA
