rowID,studyID,arm_id,arm_des,data_source,abstractor,country,city,special_pop_description,special_pop,pub_year,author,doi,sample_collection_startyear,sample_collection_startmo,sample_collection_endyear,sample_collection_endmo,pop_vac,age_min,age_max,isolate_type,isolate_col,method_1,method_2,criteria,criteria_specify,drug_class,drug,total_isolates_drug,no_ns,no_res,no_int,no_sus,perc_ns,perc_res,perc_int,perc_sus
35,3150,,,1,B,Greece,,,0,2000,Syrogiannopoulos,10.1007/s100960050477,1997,2,1998,4,No,0.166,2,0,1,1,2,1,,SXT,SXT,421,76,60,16,345,0.181,0.143,0.038,0.819
36,3147,,,1,B,France,Paris,,0,2000,Raymond,10.1086/315505,1996,1,1996,12,No,0,2,0,1,2,,1,,penicillin,Penicillin,111,95,40,55,16,0.945,0.36,0.585,0.055
37,3147,,,1,B,France,Paris,,0,2000,Raymond,10.1086/315505,1996,1,1996,12,No,0,2,0,1,2,,1,,3gen_cephalosporin,Cefotaxime,111,63,1,62,48,0.568,0.00901,0.559,0.432
38,3146,,,1,B,Sweden,Goteborg,,0,2000,Borres,10.1016/s0163-4453(00)80006-7,1996,2,1997,2,No,1.358,2.23,0,1,2,,1,,penicillin,Penicillin,322,18,,,,0.056,,,
39,3130,,,1,B,Canada,,,0,2000,Scheifele,10.1086/313923,1991,6,1998,6,No,0,18,1,2,3,,1,,penicillin,Penicillin,1528,104,78,26,1424,0.0681,0.051,0.017,0.932
40,3127,A,HIV infected children,1,B,United States of America,,HIV infected,1,2000,Polack,10.1097/00006454-200007000-00005,1997,3,1997,6,No,0,18,0,1,1,,1,,penicillin,Penicillin,17,3,1,2,14,0.176470588,0.058823529,0.117647059,0.823529412
41,3127,A,HIV infected children,1,B,United States of America,,HIV infected,1,2000,Polack,10.1097/00006454-200007000-00005,1997,3,1997,6,No,0,18,0,1,1,,1,,SXT,SXT,17,6,5,1,11,0.352941177,0.294117647,0.058823529,0.647058824
42,3127,A,HIV infected children,1,B,United States of America,,HIV infected,1,2000,Polack,10.1097/00006454-200007000-00005,1997,3,1997,6,No,0,18,0,1,1,,1,,3gen_cephalosporin,Cefotaxime,17,2,0,1,16,0.117647059,0,0.058823529,0.941176471
43,3127,B,Controls,1,B,United States of America,,,0,2000,Polack,10.1097/00006454-200007000-00005,1997,3,1997,6,No,0,18,0,1,1,,1,,penicillin,Penicillin,16,8,6,2,8,0.5,0.375,0.125,0.5
44,3127,B,Controls,1,B,United States of America,,,0,2000,Polack,10.1097/00006454-200007000-00005,1997,3,1997,6,No,0,18,0,1,1,,1,,SXT,SXT,16,8,5,3,8,0.5,0.3125,0.1875,0.5
45,3127,B,Controls,1,B,United States of America,,,0,2000,Polack,10.1097/00006454-200007000-00005,1997,3,1997,6,No,0,18,0,1,1,,1,,3gen_cephalosporin,Cefotaxime,16,4,1,3,12,0.25,0.0625,0.1875,0.75
46,3115,,,1,B,Portugal,Lisbon,,0,2000,SÃ¡â€êLeÃ£o,10.1086/315813,2000,,2000,,No,0,18,0,1,1,,1,,penicillin,Penicillin,177,,17,,,,0.096045198,,
47,3115,,,1,B,Portugal,Lisbon,,0,2000,SÃ¡â€êLeÃ£o,10.1086/315813,2000,,2000,,No,0,18,0,1,1,,1,,macrolide,Erythromycin,177,,146,,,,0.824858757,,
48,3115,,,1,B,Portugal,Lisbon,,0,2000,SÃ¡â€êLeÃ£o,10.1086/315813,2000,,2000,,No,0,18,0,1,1,,1,,tetracycline,Tetracycline,177,,103,,,,0.581920904,,
49,3115,,,1,B,Portugal,Lisbon,,0,2000,SÃ¡â€êLeÃ£o,10.1086/315813,2000,,2000,,No,0,18,0,1,1,,1,,lincosamides,Clindamycin,177,,119,,,,0.672316384,,
50,3115,,,1,B,Portugal,Lisbon,,0,2000,SÃ¡â€êLeÃ£o,10.1086/315813,2000,,2000,,No,0,18,0,1,1,,1,,3gen_cephalosporin,Ceftriaxone,177,,0,,,,0,,
51,3113,,,1,B,Australia,,,0,2000,Rowland,10.1111/j.1445-5994.2000.tb02049.x,1997,6,1999,8,No,0,18,1,2,2,,1,,penicillin,Penicillin,68,14,1,13,54,0.205882353,0.014705882,0.191176471,0.794117647
52,3111,,,1,B,Germany,,,0,2000,Von Kries,10.1086/313984,1997,1,1998,12,No,0,16,1,2,3,,1,,penicillin,Penicillin,304,10,0,10,294,0.033,0,0.033,0.967
53,3111,,,1,B,Germany,,,0,2000,Von Kries,10.1086/313984,1997,1,1998,12,No,0,16,1,2,3,,1,,3gen_cephalosporin,Cefotaxime,304,0,0,0,304,0,0,0,1
54,3111,,,1,B,Germany,,,0,2000,Von Kries,10.1086/313984,1997,1,1998,12,No,0,16,1,2,3,,1,,macrolide,Erythromycin,304,42,42,0,262,0.138,0.138,0,0.862
55,3104,,,1,B,Spain,,,0,2000,Marco,10.1093/jac/46.4.557,1996,5,1997,4,No,0,18,1,2,7,,1,,penicillin,Penicillin,125,,63,,,,0.504,,
56,3104,,,1,B,Spain,,,0,2000,Marco,10.1093/jac/46.4.557,1996,5,1997,4,No,0,18,1,2,7,,1,,penicillin,Amoxicillin,125,,41,,,,0.328,,
57,3104,,,1,B,Spain,,,0,2000,Marco,10.1093/jac/46.4.557,1996,5,1997,4,No,0,18,1,2,7,,1,,2gen_cephalosporin,Cefuroxime,125,,78,,,,0.624,,
58,3104,,,1,B,Spain,,,0,2000,Marco,10.1093/jac/46.4.557,1996,5,1997,4,No,0,18,1,2,7,,1,,macrolide,Erythromycin,125,,54,,,,0.432,,
59,3098,A,Invasive,1,B,Philippines,Bohol Island,,0,2000,Lupisan,10.4269/ajtmh.2000.62.341,1994,4,1996,,No,0.166,4.916,1,2,4,,1,,penicillin,Penicillin,12,,,,12,,,,1
60,3098,A,Invasive,1,B,Philippines,Bohol Island,,0,2000,Lupisan,10.4269/ajtmh.2000.62.341,1994,4,1996,,No,0.166,4.916,1,2,4,,1,,chloramphenicol,Chloramphenicol,12,,,,12,,,,1
61,3098,A,Invasive,1,B,Philippines,Bohol Island,,0,2000,Lupisan,10.4269/ajtmh.2000.62.341,1994,4,1996,,No,0.166,4.916,1,2,4,,1,,SXT,SXT,12,,,,12,,,,1
62,3098,A,Invasive,1,B,Philippines,Bohol Island,,0,2000,Lupisan,10.4269/ajtmh.2000.62.341,1994,4,1996,,No,0.166,4.916,1,2,4,,1,,macrolide,Erythromycin,12,,,,12,,,,1
63,3098,A,Invasive,1,B,Philippines,Bohol Island,,0,2000,Lupisan,10.4269/ajtmh.2000.62.341,1994,4,1996,,No,0.166,4.916,1,2,4,,1,,tetracycline,Tetracycline,12,,,,12,,,,1
64,3098,B,Noninvasive,1,B,Philippines,Bohol Island,,0,2000,Lupisan,10.4269/ajtmh.2000.62.341,1994,4,1996,,No,0.166,4.916,0,1,4,,1,,penicillin,Penicillin,234,,12,,,,0.053,,
65,3098,B,Noninvasive,1,B,Philippines,Bohol Island,,0,2000,Lupisan,10.4269/ajtmh.2000.62.341,1994,4,1996,,No,0.166,4.916,0,1,4,,1,,chloramphenicol,Chloramphenicol,234,,3,,,,0.013,,
66,3098,B,Noninvasive,1,B,Philippines,Bohol Island,,0,2000,Lupisan,10.4269/ajtmh.2000.62.341,1994,4,1996,,No,0.166,4.916,0,1,4,,1,,SXT,SXT,234,,1,,,,0.004,,
67,3098,B,Noninvasive,1,B,Philippines,Bohol Island,,0,2000,Lupisan,10.4269/ajtmh.2000.62.341,1994,4,1996,,No,0.166,4.916,0,1,4,,1,,macrolide,Erythromycin,234,,5,,,,0.022,,
68,3098,B,Noninvasive,1,B,Philippines,Bohol Island,,0,2000,Lupisan,10.4269/ajtmh.2000.62.341,1994,4,1996,,No,0.166,4.916,0,1,4,,1,,tetracycline,Tetracycline,234,,1,,,,0.004,,
69,3093,,,1,B,Greece,,,0,2000,Syrogiannopoulos,10.1086/318118,1997,2,1999,2,No,0.166,1.916,0,1,2,,1,,macrolide,Erythromycin,781,,137,,,,0.175416133,,
70,3086,,,1,B,Brazil,Fortaleza,,0,2000,Wolf,10.1093/jac/46.5.757,1998,4,1998,12,No,0,5,0,1,3,,1,,penicillin,Penicillin,205,161,12,149,44,0.785365854,0.058536585,0.726829268,0.214634146
71,3085,,,1,B,Australia,New South Wales,,0,2000,McIntyre,10.5694/j.1326-5377.2000.tb139409.x,1997,6,1999,5,No,0,5,1,2,2,,1,,penicillin,Penicillin,372,,71,,,,0.191,,
72,3080,,,1,B,South Africa,Cape Town,HIV infected,1,2000,Westwood,10.1080/02724936.2000.11748133,1996,1,1996,12,No,0,18,1,2,7,,1,,penicillin,Penicillin,16,,5,,,,0.3125,,
73,3075,,,1,B,United States of America,Staten Island,,0,2000,Perrone,,1996,6,1998,5,No,0,18,1,2,1,2,1,,penicillin,Penicillin,12,1,,,11,0.0833,,,1
74,3058,A,<5 years old,1,B,United States of America,,,0,2000,Whitney,10.1056/NEJM200012283432603,1995,,1998,,No,0,5,1,2,3,,1,,penicillin,Penicillin,915,,295,,,,0.322,,
75,3058,B,5-17 years old,1,B,United States of America,,,0,2000,Whitney,10.1056/NEJM200012283432603,1995,,1998,,No,5,17,1,2,3,,1,,penicillin,Penicillin,105,,22,,,,0.21,,
76,3052,A,Vellinge,1,B,Sweden,Vellinge,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,2809,29,,,,0.0102,,,
77,3052,B,Malmo,1,B,Sweden,Malmo,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,20289,209,,,,0.0103,,,
78,3052,C,Kavlinge,1,B,Sweden,Kavlinge,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,2283,22,,,,0.0095,,,
79,3052,D,Burlov,1,B,Sweden,Burlov,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,1223,4,,,,0.0036,,,
80,3052,E,Staffanstorp,1,B,Sweden,Staffanstorp,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,1962,12,,,,0.006,,,
81,3052,F,Lund,1,B,Sweden,Lund,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,7351,40,,,,0.0055,,,
82,3052,G,Svedala,1,B,Sweden,Svedala,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,1651,6,,,,0.0036,,,
83,3052,H,Trelleborg,1,B,Sweden,Trelleborg,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,3179,11,,,,0.0033,,,
84,3052,I,Landskrona,1,B,Sweden,Landskrona,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,2802,8,,,,0.003,,,
85,3052,J,Eslov,1,B,Sweden,Eslov,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,2544,8,,,,0.0032,,,
86,3052,K,Ystad,1,B,Sweden,Ystad,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,1870,3,,,,0.0015,,,
87,3052,L,Lomma,1,B,Sweden,Lomma,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,1648,5,,,,0.0029,,,
88,3052,M,Horby,1,B,Sweden,Horby,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,1099,1,,,,0.0008,,,
89,3052,N,Sjobo,1,B,Sweden,Sjobo,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,1403,1,,,,0.0007,,,
90,3052,O,Skurup,1,B,Sweden,Skurup,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,1175,1,,,,0.0006,,,
91,3052,P,Svalov,1,B,Sweden,Svalov,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,1150,0,,,,0,,,
92,3052,Q,Hoor,1,B,Sweden,Hoor,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,1203,0,,,,0,,,
93,3052,R,Helsingborg,1,B,Sweden,Helsingborg,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,9432,13,,,,0.0014,,,
94,3052,S,Bjuv,1,B,Sweden,Bjuv,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,1301,1,,,,0.0007,,,
95,3052,T,Hoganas,1,B,Sweden,Hoganas,,0,2000,Melander,10.1097/00006454-200012000-00011,1997,7,1998,6,No,0,6,0,1,2,,1,,penicillin,Penicillin,1776,1,,,,0.0006,,,
96,3030,A,<2 years old,1,B,China,Hong Kong,,0,2001,Ip,10.1159/000048509,1993,1,1997,12,No,0,2,1,2,1,,1,,penicillin,Penicillin,945,452,,,493,0.478306878,,,0.521693122
97,3030,B,2-10 years old,1,B,China,Hong Kong,,0,2001,Ip,10.1159/000048509,1993,1,1997,12,No,2,10,1,2,1,,1,,penicillin,Penicillin,977,625,,,352,0.639713408,,,0.360286592
98,3023,,,1,B,United Kingdom,England and Wales,,0,2000,Miller,10.1111/j.1651-2227.2000.tb00776.x,1996,1,1998,12,No,0,15,1,2,7,,1,,penicillin,Penicillin,1985,779,,,1206,0.392,,,0.608
99,3023,,,1,B,United Kingdom,England and Wales,,0,2000,Miller,10.1111/j.1651-2227.2000.tb00776.x,1996,1,1998,12,No,0,15,1,2,7,,1,,macrolide,Erythromycin,1985,1037,,,948,0.522,,,0.478
100,3006,A,1991-1994,1,B,South Africa,,,0,2000,Huebner,10.1016/s1201-9712(00)90112-7,1991,,1994,,No,0,18,1,2,1,,1,,penicillin,Penicillin,765,,215,,,,0.281,,
101,3006,A,1991-1994,1,B,South Africa,,,0,2000,Huebner,10.1016/s1201-9712(00)90112-7,1991,,1994,,No,0,18,1,2,1,,1,,chloramphenicol,Chloramphenicol,765,,18,,,,0.024,,
102,3006,A,1991-1994,1,B,South Africa,,,0,2000,Huebner,10.1016/s1201-9712(00)90112-7,1991,,1994,,No,0,18,1,2,1,,1,,tetracycline,Tetracycline,765,,42,,,,0.055,,
103,3006,A,1991-1994,1,B,South Africa,,,0,2000,Huebner,10.1016/s1201-9712(00)90112-7,1991,,1994,,No,0,18,1,2,1,,1,,macrolide,Erythromycin,765,,14,,,,0.018,,
104,3006,A,1991-1994,1,B,South Africa,,,0,2000,Huebner,10.1016/s1201-9712(00)90112-7,1991,,1994,,No,0,18,1,2,1,,1,,lincosamides,Clindamycin,765,,12,,,,0.016,,
105,3006,B,1995-1998,1,B,South Africa,,,0,2000,Huebner,10.1016/s1201-9712(00)90112-7,1995,,1998,,No,0,18,1,2,1,,1,,penicillin,Penicillin,1052,,304,,,,0.289,,
106,3006,B,1995-1998,1,B,South Africa,,,0,2000,Huebner,10.1016/s1201-9712(00)90112-7,1995,,1998,,No,0,18,1,2,1,,1,,chloramphenicol,Chloramphenicol,1052,,53,,,,0.05,,
107,3006,B,1995-1998,1,B,South Africa,,,0,2000,Huebner,10.1016/s1201-9712(00)90112-7,1995,,1998,,No,0,18,1,2,1,,1,,tetracycline,Tetracycline,1052,,130,,,,0.124,,
108,3006,B,1995-1998,1,B,South Africa,,,0,2000,Huebner,10.1016/s1201-9712(00)90112-7,1995,,1998,,No,0,18,1,2,1,,1,,macrolide,Erythromycin,1052,,44,,,,0.042,,
109,3006,B,1995-1998,1,B,South Africa,,,0,2000,Huebner,10.1016/s1201-9712(00)90112-7,1995,,1998,,No,0,18,1,2,1,,1,,lincosamides,Clindamycin,1052,,27,,,,0.026,,
110,2996,,,1,B,Indonesia,Lombok Island,,0,2001,Soewignjo,10.1086/319605,1997,8,1997,8,No,0,2.083,0,1,1,2,1,,penicillin,Penicillin,221,0,,,221,0,,,1
111,2996,,,1,B,Indonesia,Lombok Island,,0,2001,Soewignjo,10.1086/319605,1997,8,1997,8,No,0,2.083,0,1,1,2,1,,chloramphenicol,Chloramphenicol,221,13,,,208,0.058823529,,,0.941176471
112,2996,,,1,B,Indonesia,Lombok Island,,0,2001,Soewignjo,10.1086/319605,1997,8,1997,8,No,0,2.083,0,1,1,2,1,,3gen_cephalosporin,Cefotaxime,221,0,0,0,221,0,0,0,1
113,2996,,,1,B,Indonesia,Lombok Island,,0,2001,Soewignjo,10.1086/319605,1997,8,1997,8,No,0,2.083,0,1,1,2,1,,SXT,SXT,221,20,7,13,201,0.090497738,0.031674208,0.058823529,0.909502262
114,2986,,,1,B,Estonia,,,0,2000,Naaber,10.1046/j.1469-0691.2000.00184.x,1999,,2000,,No,2,7,0,1,1,,1,,penicillin,Penicillin,182,16,0,16,166,0.087912088,0,0.087912088,0.912087912
115,2986,,,1,B,Estonia,,,0,2000,Naaber,10.1046/j.1469-0691.2000.00184.x,1999,,2000,,No,2,7,0,1,1,,1,,tetracycline,Tetracycline,182,62,29,33,120,0.340659341,0.159340659,0.181318681,0.659340659
116,2986,,,1,B,Estonia,,,0,2000,Naaber,10.1046/j.1469-0691.2000.00184.x,1999,,2000,,No,2,7,0,1,1,,1,,macrolide,Erythromycin,182,7,6,1,175,0.038461538,0.032967033,0.005494505,0.961538462
117,2986,,,1,B,Estonia,,,0,2000,Naaber,10.1046/j.1469-0691.2000.00184.x,1999,,2000,,No,2,7,0,1,1,,1,,SXT,SXT,182,130,113,17,52,0.714285714,0.620879121,0.093406593,0.285714286
118,2968,A,Taiwan,1,B,China,Taiwan,,0,2001,Lee,10.1086/320165,1998,1,1999,4,No,0,5,0,1,1,,1,,penicillin,Penicillin,44,40,21,19,4,0.913,0.478,0.435,0.087
119,2968,A,Taiwan,1,B,China,Taiwan,,0,2001,Lee,10.1086/320165,1998,1,1999,4,No,0,5,0,1,1,,1,,3gen_cephalosporin,Cefotaxime,44,27,2,25,17,0.608,0.043,0.565,0.392
120,2968,A,Taiwan,1,B,China,Taiwan,,0,2001,Lee,10.1086/320165,1998,1,1999,4,No,0,5,0,1,1,,1,,2gen_cephalosporin,Cefuroxime,44,38,32,6,6,0.869,0.739,0.13,0.131
121,2968,A,Taiwan,1,B,China,Taiwan,,0,2001,Lee,10.1086/320165,1998,1,1999,4,No,0,5,0,1,1,,1,,penicillin,Amoxicillin,44,0,0,0,44,0,0,0,1
122,2968,B,South Korea,1,B,South Korea,,,0,2001,Lee,10.1086/320165,1998,1,1999,4,No,0,5,0,1,1,,1,,penicillin,Penicillin,99,85,31,54,14,0.858,0.313,0.545,0.142
123,2968,B,South Korea,1,B,South Korea,,,0,2001,Lee,10.1086/320165,1998,1,1999,4,No,0,5,0,1,1,,1,,3gen_cephalosporin,Cefotaxime,99,41,5,36,58,0.415,0.051,0.364,0.585
124,2968,B,South Korea,1,B,South Korea,,,0,2001,Lee,10.1086/320165,1998,1,1999,4,No,0,5,0,1,1,,1,,2gen_cephalosporin,Cefuroxime,99,65,63,2,34,0.656,0.636,0.02,0.344
