,rowID,studyID,arm_id,arm_des,country,city,special_pop_description,special_pop,pub_year,author,doi,sample_collection_startyear,sample_collection_startmo,sample_collection_endyear,sample_collection_endmo,pop_vac,age_min,age_max,isolate_type,isolate_col,method_1,method_2,criteria,criteria_specify,drug_class,drug,serotype,serotype_isolates,no_ns,no_res,no_res_sub,no_int,no_sus,perc_ns,perc_res,perc_int,perc_sus,gbd_coding,region,region_code,super_region,super_region_code,country_caps,country_lc,country_spaces,ISO_code,gavi,who_region,world_bank,intro_status,program_type,intro_date,current_formula,switch_date,current_formula_start,current_formula_end,product_switch,product_switch_details,old_formula,old_formula_start,old_formula_end,intro_year
11,NA,3431,A,2004,Australia,,NA,NA,2018,Rockett,10.1038/s41598-018-35270-1,2004,NA,2004,NA,NA,0,5,1,2,3,NA,2,NA,penicillin,Penicillin,19F,30,8,5,25,3,22,NA,NA,NA,NA,70,australasia,4,high_income,1,AUSTRALIA,australia,Australia,AUS,Non-Gavi,WPRO,High income,Introduced into national immunization program,Universal,1/1/05,PCV13,2011,1/1/11,NA,1,PCV7 to PCV13,PCV7,1/1/05,1/1/11,2005
12,NA,3431,B,2008,Australia,,NA,NA,2018,Rockett,10.1038/s41598-018-35270-1,2008,NA,2008,NA,NA,0,5,1,2,3,NA,2,NA,penicillin,Penicillin,19A,52,35,0,52,35,17,NA,NA,NA,NA,70,australasia,4,high_income,1,AUSTRALIA,australia,Australia,AUS,Non-Gavi,WPRO,High income,Introduced into national immunization program,Universal,1/1/05,PCV13,2011,1/1/11,NA,1,PCV7 to PCV13,PCV7,1/1/05,1/1/11,2005
13,NA,3431,B,2008,Australia,,NA,NA,2018,Rockett,10.1038/s41598-018-35270-1,2008,NA,2008,NA,NA,0,5,1,2,3,NA,2,NA,penicillin,Penicillin,19F,3,1,0,3,1,2,NA,NA,NA,NA,70,australasia,4,high_income,1,AUSTRALIA,australia,Australia,AUS,Non-Gavi,WPRO,High income,Introduced into national immunization program,Universal,1/1/05,PCV13,2011,1/1/11,NA,1,PCV7 to PCV13,PCV7,1/1/05,1/1/11,2005
14,NA,3431,C,2014,Australia,,NA,NA,2018,Rockett,10.1038/s41598-018-35270-1,2014,NA,2014,NA,NA,0,5,1,2,3,NA,2,NA,penicillin,Penicillin,19A,13,2,1,12,1,11,NA,NA,NA,NA,70,australasia,4,high_income,1,AUSTRALIA,australia,Australia,AUS,Non-Gavi,WPRO,High income,Introduced into national immunization program,Universal,1/1/05,PCV13,2011,1/1/11,NA,1,PCV7 to PCV13,PCV7,1/1/05,1/1/11,2005
15,NA,3431,C,2014,Australia,,NA,NA,2018,Rockett,10.1038/s41598-018-35270-1,2014,NA,2014,NA,NA,0,5,1,2,3,NA,2,NA,penicillin,Penicillin,19F,6,0,0,6,0,6,NA,NA,NA,NA,70,australasia,4,high_income,1,AUSTRALIA,australia,Australia,AUS,Non-Gavi,WPRO,High income,Introduced into national immunization program,Universal,1/1/05,PCV13,2011,1/1/11,NA,1,PCV7 to PCV13,PCV7,1/1/05,1/1/11,2005
16,NA,3432,,,India,Vellore,NA,NA,2018,John,30426954,2007,1,2016,12,NA,0,5,1,2,3,NA,1,NA,SXT,SXT,NVT,44,NA,41,3,NA,NA,NA,NA,NA,NA,159,south_asia,14,south_asia,5,INDIA,india,India,IND,Gavi,SEARO,Lower middle income,Introduced into national immunization program,Phased,5/13/17,PCV13,NA,5/13/17,NA,0,,,,,2017
17,NA,3432,,,India,Vellore,NA,NA,2018,John,30426954,2007,1,2016,12,NA,0,5,1,2,3,NA,1,NA,macrolide,Erythromycin,NVT,44,NA,10,34,NA,NA,NA,NA,NA,NA,159,south_asia,14,south_asia,5,INDIA,india,India,IND,Gavi,SEARO,Lower middle income,Introduced into national immunization program,Phased,5/13/17,PCV13,NA,5/13/17,NA,0,,,,,2017
18,NA,3432,,,India,Vellore,NA,NA,2018,John,30426954,2007,1,2016,12,NA,0,5,1,2,3,NA,1,NA,penicillin,Penicillin,NVT,44,NA,2,42,NA,NA,NA,NA,NA,NA,159,south_asia,14,south_asia,5,INDIA,india,India,IND,Gavi,SEARO,Lower middle income,Introduced into national immunization program,Phased,5/13/17,PCV13,NA,5/13/17,NA,0,,,,,2017
19,NA,3344,,,Denmark,,NA,NA,2019,Kavalari,10.1038/s41598-019-41983-8,1999,NA,2016,NA,NA,0,4,1,2,1,NA,2,NA,penicillin,Penicillin,24F,26,3,1,25,2,23,NA,NA,NA,NA,73,western_europe,8,high_income,1,DENMARK,denmark,Denmark,DNK,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,10/1/07,PCV13,NA,4/15/10,NA,0,,PCV7,10/1/07,4/15/10,2010
20,NA,3344,,,Denmark,,NA,NA,2019,Kavalari,10.1038/s41598-019-41983-8,1999,NA,2016,NA,NA,0,4,1,2,1,NA,2,NA,macrolide,Erythromycin,24F,26,7,7,19,0,19,NA,NA,NA,NA,73,western_europe,8,high_income,1,DENMARK,denmark,Denmark,DNK,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,10/1/07,PCV13,NA,4/15/10,NA,0,,PCV7,10/1/07,4/15/10,2010
21,NA,3546,,,China,Taiwan,NA,NA,2018,Chen,10.1016/j.jmii.2018.04.001,2012,1,2015,12,NA,0,18,1,2,2,NA,1,NA,penicillin,Penicillin,NT,20,0,,20,NA,20,NA,NA,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
22,NA,3387,,,Poland,,NA,NA,2019,Polkowska,10.1016/j.vaccine.2018.12.028,2005,1,2015,12,NA,0,5,1,2,2,NA,1,NA,penicillin,Penicillin,19A,2,2,,2,NA,0,NA,NA,NA,NA,42,central_europe,2,ceurope_eeurope_casia,7,POLAND,poland,Poland,POL,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,3/1/06,PCV13,2011,1/1/11,NA,1,7 to 13,PCV7,3/1/06,1/1/11,2006
23,NA,3387,,,Poland,,NA,NA,2019,Polkowska,10.1016/j.vaccine.2018.12.028,2005,1,2015,12,NA,0,5,1,2,2,NA,1,NA,penicillin,Penicillin,9V,6,6,,6,NA,0,NA,NA,NA,NA,42,central_europe,2,ceurope_eeurope_casia,7,POLAND,poland,Poland,POL,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,3/1/06,PCV13,2011,1/1/11,NA,1,7 to 13,PCV7,3/1/06,1/1/11,2006
24,NA,3387,,,Poland,,NA,NA,2019,Polkowska,10.1016/j.vaccine.2018.12.028,2005,1,2015,12,NA,0,5,1,2,2,NA,1,NA,penicillin,Penicillin,23B,1,1,,1,NA,0,NA,NA,NA,NA,42,central_europe,2,ceurope_eeurope_casia,7,POLAND,poland,Poland,POL,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,3/1/06,PCV13,2011,1/1/11,NA,1,7 to 13,PCV7,3/1/06,1/1/11,2006
25,NA,3387,,,Poland,,NA,NA,2019,Polkowska,10.1016/j.vaccine.2018.12.028,2005,1,2015,12,NA,0,5,1,2,2,NA,1,NA,penicillin,Penicillin,19F,22,18,,22,NA,4,NA,NA,NA,NA,42,central_europe,2,ceurope_eeurope_casia,7,POLAND,poland,Poland,POL,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,3/1/06,PCV13,2011,1/1/11,NA,1,7 to 13,PCV7,3/1/06,1/1/11,2006
26,NA,3387,,,Poland,,NA,NA,2019,Polkowska,10.1016/j.vaccine.2018.12.028,2005,1,2015,12,NA,0,5,1,2,2,NA,1,NA,penicillin,Penicillin,14,23,16,,23,NA,7,NA,NA,NA,NA,42,central_europe,2,ceurope_eeurope_casia,7,POLAND,poland,Poland,POL,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,3/1/06,PCV13,2011,1/1/11,NA,1,7 to 13,PCV7,3/1/06,1/1/11,2006
27,NA,3387,,,Poland,,NA,NA,2019,Polkowska,10.1016/j.vaccine.2018.12.028,2005,1,2015,12,NA,0,5,1,2,2,NA,1,NA,penicillin,Penicillin,6A,3,2,,3,NA,1,NA,NA,NA,NA,42,central_europe,2,ceurope_eeurope_casia,7,POLAND,poland,Poland,POL,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,3/1/06,PCV13,2011,1/1/11,NA,1,7 to 13,PCV7,3/1/06,1/1/11,2006
28,NA,3387,,,Poland,,NA,NA,2019,Polkowska,10.1016/j.vaccine.2018.12.028,2005,1,2015,12,NA,0,5,1,2,2,NA,1,NA,penicillin,Penicillin,23F,9,5,,9,NA,4,NA,NA,NA,NA,42,central_europe,2,ceurope_eeurope_casia,7,POLAND,poland,Poland,POL,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,3/1/06,PCV13,2011,1/1/11,NA,1,7 to 13,PCV7,3/1/06,1/1/11,2006
29,NA,3216,,,Ireland,,NA,NA,2019,Corcoran,10.1097/INF.0000000000002549,2007,7,2018,6,NA,0,18,1,2,2,NA,1,NA,penicillin,Penicillin,14,1,1,,1,NA,0,NA,NA,NA,NA,73,western_europe,8,high_income,1,IRELAND,ireland,Ireland,IRL,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,9/1/08,PCV13,2010,10/1/10,NA,1,7 to 13,PCV7,9/1/08,9/30/10,2008
30,NA,3216,,,Ireland,,NA,NA,2019,Corcoran,10.1097/INF.0000000000002549,2007,7,2018,6,NA,0,18,1,2,2,NA,1,NA,penicillin,Penicillin,19F,2,1,,2,NA,1,NA,NA,NA,NA,73,western_europe,8,high_income,1,IRELAND,ireland,Ireland,IRL,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,9/1/08,PCV13,2010,10/1/10,NA,1,7 to 13,PCV7,9/1/08,9/30/10,2008
31,NA,3216,,,Ireland,,NA,NA,2019,Corcoran,10.1097/INF.0000000000002549,2007,7,2018,6,NA,0,18,1,2,2,NA,1,NA,penicillin,Penicillin,19A,10,9,,10,NA,1,NA,NA,NA,NA,73,western_europe,8,high_income,1,IRELAND,ireland,Ireland,IRL,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,9/1/08,PCV13,2010,10/1/10,NA,1,7 to 13,PCV7,9/1/08,9/30/10,2008
32,NA,3216,,,Ireland,,NA,NA,2019,Corcoran,10.1097/INF.0000000000002549,2007,7,2018,6,NA,0,18,1,2,2,NA,1,NA,penicillin,Penicillin,7F,1,0,,1,NA,1,NA,NA,NA,NA,73,western_europe,8,high_income,1,IRELAND,ireland,Ireland,IRL,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,9/1/08,PCV13,2010,10/1/10,NA,1,7 to 13,PCV7,9/1/08,9/30/10,2008
33,NA,3216,,,Ireland,,NA,NA,2019,Corcoran,10.1097/INF.0000000000002549,2007,7,2018,6,NA,0,18,1,2,2,NA,1,NA,penicillin,Penicillin,6B,1,0,,1,NA,1,NA,NA,NA,NA,73,western_europe,8,high_income,1,IRELAND,ireland,Ireland,IRL,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,9/1/08,PCV13,2010,10/1/10,NA,1,7 to 13,PCV7,9/1/08,9/30/10,2008
34,NA,3216,,,Ireland,,NA,NA,2019,Corcoran,10.1097/INF.0000000000002549,2007,7,2018,6,NA,0,18,1,2,2,NA,1,NA,penicillin,Penicillin,3,1,0,,1,NA,1,NA,NA,NA,NA,73,western_europe,8,high_income,1,IRELAND,ireland,Ireland,IRL,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,9/1/08,PCV13,2010,10/1/10,NA,1,7 to 13,PCV7,9/1/08,9/30/10,2008
35,NA,3216,,,Ireland,,NA,NA,2019,Corcoran,10.1097/INF.0000000000002549,2007,7,2018,6,NA,0,18,1,2,2,NA,1,NA,macrolide,Erythromycin,14,1,1,,1,NA,0,NA,NA,NA,NA,73,western_europe,8,high_income,1,IRELAND,ireland,Ireland,IRL,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,9/1/08,PCV13,2010,10/1/10,NA,1,7 to 13,PCV7,9/1/08,9/30/10,2008
36,NA,3216,,,Ireland,,NA,NA,2019,Corcoran,10.1097/INF.0000000000002549,2007,7,2018,6,NA,0,18,1,2,2,NA,1,NA,macrolide,Erythromycin,19F,2,1,,2,NA,1,NA,NA,NA,NA,73,western_europe,8,high_income,1,IRELAND,ireland,Ireland,IRL,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,9/1/08,PCV13,2010,10/1/10,NA,1,7 to 13,PCV7,9/1/08,9/30/10,2008
37,NA,3216,,,Ireland,,NA,NA,2019,Corcoran,10.1097/INF.0000000000002549,2007,7,2018,6,NA,0,18,1,2,2,NA,1,NA,macrolide,Erythromycin,19A,10,0,,10,NA,10,NA,NA,NA,NA,73,western_europe,8,high_income,1,IRELAND,ireland,Ireland,IRL,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,9/1/08,PCV13,2010,10/1/10,NA,1,7 to 13,PCV7,9/1/08,9/30/10,2008
38,NA,3216,,,Ireland,,NA,NA,2019,Corcoran,10.1097/INF.0000000000002549,2007,7,2018,6,NA,0,18,1,2,2,NA,1,NA,macrolide,Erythromycin,7F,1,0,,1,NA,1,NA,NA,NA,NA,73,western_europe,8,high_income,1,IRELAND,ireland,Ireland,IRL,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,9/1/08,PCV13,2010,10/1/10,NA,1,7 to 13,PCV7,9/1/08,9/30/10,2008
39,NA,3216,,,Ireland,,NA,NA,2019,Corcoran,10.1097/INF.0000000000002549,2007,7,2018,6,NA,0,18,1,2,2,NA,1,NA,macrolide,Erythromycin,6B,1,1,,1,NA,0,NA,NA,NA,NA,73,western_europe,8,high_income,1,IRELAND,ireland,Ireland,IRL,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,9/1/08,PCV13,2010,10/1/10,NA,1,7 to 13,PCV7,9/1/08,9/30/10,2008
40,NA,3216,,,Ireland,,NA,NA,2019,Corcoran,10.1097/INF.0000000000002549,2007,7,2018,6,NA,0,18,1,2,2,NA,1,NA,macrolide,Erythromycin,3,1,0,,1,NA,1,NA,NA,NA,NA,73,western_europe,8,high_income,1,IRELAND,ireland,Ireland,IRL,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,9/1/08,PCV13,2010,10/1/10,NA,1,7 to 13,PCV7,9/1/08,9/30/10,2008
41,NA,3245,,,Morocco,,NA,NA,2019,Dilagui,10.1016/j.arcped.2019.08.008,2017,2,2017,6,NA,0.166,1.5,0,1,1,NA,1,NA,penicillin,Penicillin,1,2,0,,2,NA,2,NA,NA,NA,NA,138,north_africa_middle_east,13,north_africa_middle_east,4,MOROCCO,morocco,Morocco,MAR,Non-Gavi,EMRO,Lower middle income,Introduced into national immunization program,Universal,10/20/10,PCV10,NA,10/20/10,NA,0,,,,,2010
42,NA,3245,,,Morocco,,NA,NA,2019,Dilagui,10.1016/j.arcped.2019.08.008,2017,2,2017,6,NA,0.166,1.5,0,1,1,NA,1,NA,penicillin,Penicillin,6B,1,1,,1,NA,0,NA,NA,NA,NA,138,north_africa_middle_east,13,north_africa_middle_east,4,MOROCCO,morocco,Morocco,MAR,Non-Gavi,EMRO,Lower middle income,Introduced into national immunization program,Universal,10/20/10,PCV10,NA,10/20/10,NA,0,,,,,2010
43,NA,3245,,,Morocco,,NA,NA,2019,Dilagui,10.1016/j.arcped.2019.08.008,2017,2,2017,6,NA,0.166,1.5,0,1,1,NA,1,NA,penicillin,Penicillin,9V,1,0,,1,NA,1,NA,NA,NA,NA,138,north_africa_middle_east,13,north_africa_middle_east,4,MOROCCO,morocco,Morocco,MAR,Non-Gavi,EMRO,Lower middle income,Introduced into national immunization program,Universal,10/20/10,PCV10,NA,10/20/10,NA,0,,,,,2010
44,NA,3245,,,Morocco,,NA,NA,2019,Dilagui,10.1016/j.arcped.2019.08.008,2017,2,2017,6,NA,0.166,1.5,0,1,1,NA,1,NA,penicillin,Penicillin,14,1,1,,1,NA,0,NA,NA,NA,NA,138,north_africa_middle_east,13,north_africa_middle_east,4,MOROCCO,morocco,Morocco,MAR,Non-Gavi,EMRO,Lower middle income,Introduced into national immunization program,Universal,10/20/10,PCV10,NA,10/20/10,NA,0,,,,,2010
45,NA,3245,,,Morocco,,NA,NA,2019,Dilagui,10.1016/j.arcped.2019.08.008,2017,2,2017,6,NA,0.166,1.5,0,1,1,NA,1,NA,penicillin,Penicillin,19F,2,0,,2,NA,2,NA,NA,NA,NA,138,north_africa_middle_east,13,north_africa_middle_east,4,MOROCCO,morocco,Morocco,MAR,Non-Gavi,EMRO,Lower middle income,Introduced into national immunization program,Universal,10/20/10,PCV10,NA,10/20/10,NA,0,,,,,2010
46,NA,3245,,,Morocco,,NA,NA,2019,Dilagui,10.1016/j.arcped.2019.08.008,2017,2,2017,6,NA,0.166,1.5,0,1,1,NA,1,NA,penicillin,Penicillin,23F,1,0,,1,NA,1,NA,NA,NA,NA,138,north_africa_middle_east,13,north_africa_middle_east,4,MOROCCO,morocco,Morocco,MAR,Non-Gavi,EMRO,Lower middle income,Introduced into national immunization program,Universal,10/20/10,PCV10,NA,10/20/10,NA,0,,,,,2010
47,NA,3245,,,Morocco,,NA,NA,2019,Dilagui,10.1016/j.arcped.2019.08.008,2017,2,2017,6,NA,0.166,1.5,0,1,1,NA,1,NA,penicillin,Penicillin,3,2,0,,2,NA,2,NA,NA,NA,NA,138,north_africa_middle_east,13,north_africa_middle_east,4,MOROCCO,morocco,Morocco,MAR,Non-Gavi,EMRO,Lower middle income,Introduced into national immunization program,Universal,10/20/10,PCV10,NA,10/20/10,NA,0,,,,,2010
48,NA,3245,,,Morocco,,NA,NA,2019,Dilagui,10.1016/j.arcped.2019.08.008,2017,2,2017,6,NA,0.166,1.5,0,1,1,NA,1,NA,penicillin,Penicillin,6A,8,3,,8,NA,5,NA,NA,NA,NA,138,north_africa_middle_east,13,north_africa_middle_east,4,MOROCCO,morocco,Morocco,MAR,Non-Gavi,EMRO,Lower middle income,Introduced into national immunization program,Universal,10/20/10,PCV10,NA,10/20/10,NA,0,,,,,2010
49,NA,3245,,,Morocco,,NA,NA,2019,Dilagui,10.1016/j.arcped.2019.08.008,2017,2,2017,6,NA,0.166,1.5,0,1,1,NA,1,NA,penicillin,Penicillin,8,1,0,,1,NA,1,NA,NA,NA,NA,138,north_africa_middle_east,13,north_africa_middle_east,4,MOROCCO,morocco,Morocco,MAR,Non-Gavi,EMRO,Lower middle income,Introduced into national immunization program,Universal,10/20/10,PCV10,NA,10/20/10,NA,0,,,,,2010
50,NA,3245,,,Morocco,,NA,NA,2019,Dilagui,10.1016/j.arcped.2019.08.008,2017,2,2017,6,NA,0.166,1.5,0,1,1,NA,1,NA,penicillin,Penicillin,10,1,0,,1,NA,1,NA,NA,NA,NA,138,north_africa_middle_east,13,north_africa_middle_east,4,MOROCCO,morocco,Morocco,MAR,Non-Gavi,EMRO,Lower middle income,Introduced into national immunization program,Universal,10/20/10,PCV10,NA,10/20/10,NA,0,,,,,2010
51,NA,3245,,,Morocco,,NA,NA,2019,Dilagui,10.1016/j.arcped.2019.08.008,2017,2,2017,6,NA,0.166,1.5,0,1,1,NA,1,NA,penicillin,Penicillin,11A/D,3,1,,3,NA,2,NA,NA,NA,NA,138,north_africa_middle_east,13,north_africa_middle_east,4,MOROCCO,morocco,Morocco,MAR,Non-Gavi,EMRO,Lower middle income,Introduced into national immunization program,Universal,10/20/10,PCV10,NA,10/20/10,NA,0,,,,,2010
52,NA,3245,,,Morocco,,NA,NA,2019,Dilagui,10.1016/j.arcped.2019.08.008,2017,2,2017,6,NA,0.166,1.5,0,1,1,NA,1,NA,penicillin,Penicillin,12F,2,1,,2,NA,1,NA,NA,NA,NA,138,north_africa_middle_east,13,north_africa_middle_east,4,MOROCCO,morocco,Morocco,MAR,Non-Gavi,EMRO,Lower middle income,Introduced into national immunization program,Universal,10/20/10,PCV10,NA,10/20/10,NA,0,,,,,2010
53,NA,3245,,,Morocco,,NA,NA,2019,Dilagui,10.1016/j.arcped.2019.08.008,2017,2,2017,6,NA,0.166,1.5,0,1,1,NA,1,NA,penicillin,Penicillin,13,4,0,,4,NA,4,NA,NA,NA,NA,138,north_africa_middle_east,13,north_africa_middle_east,4,MOROCCO,morocco,Morocco,MAR,Non-Gavi,EMRO,Lower middle income,Introduced into national immunization program,Universal,10/20/10,PCV10,NA,10/20/10,NA,0,,,,,2010
54,NA,3245,,,Morocco,,NA,NA,2019,Dilagui,10.1016/j.arcped.2019.08.008,2017,2,2017,6,NA,0.166,1.5,0,1,1,NA,1,NA,penicillin,Penicillin,15A/F,7,1,,7,NA,6,NA,NA,NA,NA,138,north_africa_middle_east,13,north_africa_middle_east,4,MOROCCO,morocco,Morocco,MAR,Non-Gavi,EMRO,Lower middle income,Introduced into national immunization program,Universal,10/20/10,PCV10,NA,10/20/10,NA,0,,,,,2010
55,NA,3245,,,Morocco,,NA,NA,2019,Dilagui,10.1016/j.arcped.2019.08.008,2017,2,2017,6,NA,0.166,1.5,0,1,1,NA,1,NA,penicillin,Penicillin,15B/C,4,1,,4,NA,3,NA,NA,NA,NA,138,north_africa_middle_east,13,north_africa_middle_east,4,MOROCCO,morocco,Morocco,MAR,Non-Gavi,EMRO,Lower middle income,Introduced into national immunization program,Universal,10/20/10,PCV10,NA,10/20/10,NA,0,,,,,2010
56,NA,3245,,,Morocco,,NA,NA,2019,Dilagui,10.1016/j.arcped.2019.08.008,2017,2,2017,6,NA,0.166,1.5,0,1,1,NA,1,NA,penicillin,Penicillin,17F,2,0,,2,NA,2,NA,NA,NA,NA,138,north_africa_middle_east,13,north_africa_middle_east,4,MOROCCO,morocco,Morocco,MAR,Non-Gavi,EMRO,Lower middle income,Introduced into national immunization program,Universal,10/20/10,PCV10,NA,10/20/10,NA,0,,,,,2010
57,NA,3245,,,Morocco,,NA,NA,2019,Dilagui,10.1016/j.arcped.2019.08.008,2017,2,2017,6,NA,0.166,1.5,0,1,1,NA,1,NA,penicillin,Penicillin,19A,3,2,,3,NA,1,NA,NA,NA,NA,138,north_africa_middle_east,13,north_africa_middle_east,4,MOROCCO,morocco,Morocco,MAR,Non-Gavi,EMRO,Lower middle income,Introduced into national immunization program,Universal,10/20/10,PCV10,NA,10/20/10,NA,0,,,,,2010
