rowID,studyID,arm_id,arm_des,data_source,abstractor,country,city,special_pop_description,special_pop,pub_year,author,doi,sample_collection_startyear,sample_collection_startmo,sample_collection_endyear,sample_collection_endmo,pop_vac,age_min,age_max,isolate_type,isolate_col,method_1,method_2,criteria,criteria_specify,drug_class,drug,total_isolates_drug,no_ns,no_res,no_int,no_sus,perc_ns,perc_res,perc_int,perc_sus
18,70,,,1,B,Ethiopia,Amhara Region,HIV children attending ART clinic of Felegehiwor Referral Hospital,1,2018,Mulu W,10.1371/journal.pone.0196722,2016,,2017,,No,0,18,0,1,1,,1,,chloramphenicol,Chloramphenicol,31,,12,,,,0.387096774,,
19,84,A,2009,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2009,1,2009,3,No,0,18,0,1,1,2,2,,penicillin,Oxacillin,133,8,,,,0.060150376,,,
20,84,A,2009,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2009,1,2009,3,No,0,18,0,1,1,2,2,,penicillin,Penicillin,133,3,,,,0.022556391,,,
21,84,A,2009,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2009,1,2009,3,No,0,18,0,1,1,2,2,,macrolide,Erythromycin,133,2,,,,0.015037594,,,
22,84,A,2009,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2009,1,2009,3,No,0,18,0,1,1,2,2,,tetracycline,Tetracycline,133,3,,,,0.022556391,,,
23,84,A,2009,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2009,1,2009,3,No,0,18,0,1,1,2,2,,SXT,SXT,133,5,,,,0.037593985,,,
24,84,A,2009,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2009,1,2009,3,No,0,18,0,1,1,2,2,,chloramphenicol,Chloramphenicol,133,0,,,,0,,,
25,84,A,2009,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2009,1,2009,3,No,0,18,0,1,1,2,2,,lincosamides,Clindamycin,133,2,,,,0.015037594,,,
26,84,B,2010,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2010,1,2010,3,No,0,18,0,1,1,2,2,,penicillin,Oxacillin,89,6,,,,0.06741573,,,
27,84,B,2010,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2010,1,2010,3,No,0,18,0,1,1,2,2,,penicillin,Penicillin,89,2,,,,0.02247191,,,
28,84,B,2010,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2010,1,2010,3,No,0,18,0,1,1,2,2,,macrolide,Erythromycin,89,1,,,,0.011235955,,,
29,84,B,2010,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2010,1,2010,3,No,0,18,0,1,1,2,2,,tetracycline,Tetracycline,89,1,,,,0.011235955,,,
30,84,B,2010,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2010,1,2010,3,No,0,18,0,1,1,2,2,,SXT,SXT,89,3,,,,0.033707865,,,
31,84,B,2010,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2010,1,2010,3,No,0,18,0,1,1,2,2,,chloramphenicol,Chloramphenicol,89,0,,,,0,,,
32,84,B,2010,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2010,1,2010,3,No,0,18,0,1,1,2,2,,lincosamides,Clindamycin,89,1,,,,0.011235955,,,
33,84,C,2011,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2011,1,2011,3,No,0,18,0,1,1,2,2,,penicillin,Oxacillin,49,1,,,,0.020408163,,,
34,84,C,2011,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2011,1,2011,3,No,0,18,0,1,1,2,2,,penicillin,Penicillin,49,0,,,,0,,,
35,84,C,2011,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2011,1,2011,3,No,0,18,0,1,1,2,2,,macrolide,Erythromycin,49,1,,,,0.020408163,,,
36,84,C,2011,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2011,1,2011,3,No,0,18,0,1,1,2,2,,tetracycline,Tetracycline,49,4,,,,0.081632653,,,
37,84,C,2011,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2011,1,2011,3,No,0,18,0,1,1,2,2,,SXT,SXT,49,2,,,,0.040816327,,,
38,84,C,2011,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2011,1,2011,3,No,0,18,0,1,1,2,2,,chloramphenicol,Chloramphenicol,49,0,,,,0,,,
39,84,C,2011,1,B,Iceland,The Faroe Islands,,0,2018,Magnussen MD,10.1089/mdr.2018.0100.,2011,1,2011,3,No,0,18,0,1,1,2,2,,lincosamides,Clindamycin,49,0,,,,0,,,
40,201,,,1,B,Cuba,Cienfuegos municipality,,0,2017,Toledo ME,10.1097/INF.0000000000001341,2013,10,2013,12,No,0.17,1.5,0,1,3,,1,,penicillin,Penicillin,194,0,,,194,0,,,
41,201,,,1,B,Cuba,Cienfuegos municipality,,0,2017,Toledo ME,10.1097/INF.0000000000001341,2013,10,2013,12,No,0.17,1.5,0,1,3,,1,,macrolide,Erythromycin,194,,91,,,,0.469072165,,
42,201,,,1,B,Cuba,Cienfuegos municipality,,0,2017,Toledo ME,10.1097/INF.0000000000001341,2013,10,2013,12,No,0.17,1.5,0,1,3,,1,,SXT,SXT,194,,83,,,,0.427835052,,
43,201,,,1,B,Cuba,Cienfuegos municipality,,0,2017,Toledo ME,10.1097/INF.0000000000001341,2013,10,2013,12,No,0.17,1.5,0,1,3,,1,,chloramphenicol,Chloramphenicol,194,,12,,,,0.06185567,,
44,201,,,1,B,Cuba,Cienfuegos municipality,,0,2017,Toledo ME,10.1097/INF.0000000000001341,2013,10,2013,12,No,0.17,1.5,0,1,3,,1,,3gen_cephalosporin,Ceftriaxone,194,0,,,194,0,,,
45,212,A,2009,1,B,Finland,Helsinki Metropolitan Area,,0,2017,Sihvonen R,10.1007/s10096-017-3033-5.,2009,,2009,,No,0,5,0,1,1,,2,,penicillin,Penicillin,220,56,,,,0.254545455,,,
46,212,A,2009,1,B,Finland,Helsinki Metropolitan Area,,0,2017,Sihvonen R,10.1007/s10096-017-3033-5.,2009,,2009,,No,0,5,0,1,1,,2,,macrolide,Erythromycin,220,,,81,,,,,
47,212,B,2014,1,B,Finland,Helsinki Metropolitan Area,,0,2017,Sihvonen R,10.1007/s10096-017-3033-5.,2014,,2014,,Varies,0,5,0,1,1,,2,,penicillin,Penicillin,119,15,,,,0.12605042,,,
48,212,B,2014,1,B,Finland,Helsinki Metropolitan Area,,0,2017,Sihvonen R,10.1007/s10096-017-3033-5.,2014,,2014,,Varies,0,5,0,1,1,,2,,macrolide,Erythromycin,119,,,19,,,,,
49,213,A,Control Group (children born 2010 or earlier),1,B,Iceland,Reykjavik area,children attending 15 Day Care Centers in the Reykjavik capital area,1,2017,Sigurdsson S,10.1016/j.vaccine.2017.08.020,2009,,2015,,Yes,0,4,0,1,1,,2,,penicillin,Penicillin,869,97,,,,0.111622555,,,
50,213,A,Control Group (children born 2010 or earlier),1,B,Iceland,Reykjavik area,children attending 15 Day Care Centers in the Reykjavik capital area,1,2017,Sigurdsson S,10.1016/j.vaccine.2017.08.020,2009,,2015,,Yes,0,4,0,1,1,,2,,macrolide,Erythromycin,869,114,,,,0.13118527,,,
51,213,A,Control Group (children born 2010 or earlier),1,B,Iceland,Reykjavik area,children attending 15 Day Care Centers in the Reykjavik capital area,1,2017,Sigurdsson S,10.1016/j.vaccine.2017.08.020,2009,,2015,,Yes,0,4,0,1,1,,2,,tetracycline,Tetracycline,869,95,,,,0.109321059,,,
52,213,A,Control Group (children born 2010 or earlier),1,B,Iceland,Reykjavik area,children attending 15 Day Care Centers in the Reykjavik capital area,1,2017,Sigurdsson S,10.1016/j.vaccine.2017.08.020,2009,,2015,,Yes,0,4,0,1,1,,2,,SXT,SXT,869,192,,,,0.220943613,,,
53,213,A,Control Group (children born 2010 or earlier),1,B,Iceland,Reykjavik area,children attending 15 Day Care Centers in the Reykjavik capital area,1,2017,Sigurdsson S,10.1016/j.vaccine.2017.08.020,2009,,2015,,Yes,0,4,0,1,1,,2,,lincosamides,Clindamycin,869,54,,,,0.062140391,,,
54,213,B,Vaccine Eligible Cohort (childen born 2011 and later),1,B,Iceland,Reykjavik area,children attending 15 Day Care Centers in the Reykjavik capital area,1,2017,Sigurdsson S,10.1016/j.vaccine.2017.08.020,2009,,2015,,Yes,0,4,0,1,1,,2,,penicillin,Penicillin,365,38,,,,0.104109589,,,
55,213,B,Vaccine Eligible Cohort (childen born 2011 and later),1,B,Iceland,Reykjavik area,children attending 15 Day Care Centers in the Reykjavik capital area,1,2017,Sigurdsson S,10.1016/j.vaccine.2017.08.020,2009,,2015,,Yes,0,4,0,1,1,,2,,macrolide,Erythromycin,365,33,,,,0.090410959,,,
56,213,B,Vaccine Eligible Cohort (childen born 2011 and later),1,B,Iceland,Reykjavik area,children attending 15 Day Care Centers in the Reykjavik capital area,1,2017,Sigurdsson S,10.1016/j.vaccine.2017.08.020,2009,,2015,,Yes,0,4,0,1,1,,2,,tetracycline,Tetracycline,365,31,,,,0.084931507,,,
57,213,B,Vaccine Eligible Cohort (childen born 2011 and later),1,B,Iceland,Reykjavik area,children attending 15 Day Care Centers in the Reykjavik capital area,1,2017,Sigurdsson S,10.1016/j.vaccine.2017.08.020,2009,,2015,,Yes,0,4,0,1,1,,2,,SXT,SXT,365,44,,,,0.120547945,,,
58,213,B,Vaccine Eligible Cohort (childen born 2011 and later),1,B,Iceland,Reykjavik area,children attending 15 Day Care Centers in the Reykjavik capital area,1,2017,Sigurdsson S,10.1016/j.vaccine.2017.08.020,2009,,2015,,Yes,0,4,0,1,1,,2,,lincosamides,Clindamycin,365,26,,,,0.071232877,,,
59,223,,,1,B,Ghana,,Paediatric HIV Clinic of the Korle-Bu Teaching Hospital,1,2017,Sampane-Donkor E,10.11604/pamj.2017.26.60.10981,2015,2,2015,4,No,0,15,1,2,4,,1,,penicillin,Oxacillin,118,,33,,,,0.278,,
60,223,,,1,B,Ghana,,Paediatric HIV Clinic of the Korle-Bu Teaching Hospital,1,2017,Sampane-Donkor E,10.11604/pamj.2017.26.60.10981,2015,2,2015,4,No,0,15,1,2,4,,1,,macrolide,Erythromycin,118,,39,,,,0.333,,
61,223,,,1,B,Ghana,,Paediatric HIV Clinic of the Korle-Bu Teaching Hospital,1,2017,Sampane-Donkor E,10.11604/pamj.2017.26.60.10981,2015,2,2015,4,No,0,15,1,2,4,,1,,tetracycline,Tetracycline,116,,39,,,,0.333,,
62,223,,,1,B,Ghana,,Paediatric HIV Clinic of the Korle-Bu Teaching Hospital,1,2017,Sampane-Donkor E,10.11604/pamj.2017.26.60.10981,2015,2,2015,4,No,0,15,1,2,4,,1,,SXT,SXT,118,,69,,,,0.583,,
63,223,,,1,B,Ghana,,Paediatric HIV Clinic of the Korle-Bu Teaching Hospital,1,2017,Sampane-Donkor E,10.11604/pamj.2017.26.60.10981,2015,2,2015,4,No,0,15,1,2,4,,1,,3gen_cephalosporin,Ceftriaxone,118,,7,,,,0.056,,
64,257,,,1,B,India,"Bengaluru, Karnataka",,0,2017,Nagaraj S,10.18683/germs.2017.1112,2011,1,2013,3,No,0,5,1,2,1,,1,,penicillin,Penicillin,14,,2,,,,0.142857143,,
65,257,,,1,B,India,"Bengaluru, Karnataka",,0,2017,Nagaraj S,10.18683/germs.2017.1112,2011,1,2013,3,No,0,5,1,2,1,,1,,macrolide,Erythromycin,14,,5,,,,0.357142857,,
66,257,,,1,B,India,"Bengaluru, Karnataka",,0,2017,Nagaraj S,10.18683/germs.2017.1112,2011,1,2013,3,No,0,5,1,2,1,,1,,SXT,SXT,14,8,2,6,,0.571428571,0.142857143,,
67,257,,,1,B,India,"Bengaluru, Karnataka",,0,2017,Nagaraj S,10.18683/germs.2017.1112,2011,1,2013,3,No,0,5,1,2,1,,1,,chloramphenicol,Chloramphenicol,14,,0,,,,0,,
68,257,,,1,B,India,"Bengaluru, Karnataka",,0,2017,Nagaraj S,10.18683/germs.2017.1112,2011,1,2013,3,No,0,5,1,2,1,,1,,3gen_cephalosporin,Cefotaxime,14,,0,,,,0,,
69,300,A,non-meningitis patients,1,B,Iran,Teheran,,0,2017,Houri H,10.1016/j.ijid.2017.01.020,2013,,2016,,No,0,5,0,1,4,,1,,penicillin,Penicillin,21,6,4,2,15,0.285714286,0.190476191,,
70,300,A,non-meningitis patients,1,B,Iran,Teheran,,0,2017,Houri H,10.1016/j.ijid.2017.01.020,2013,,2016,,No,0,5,0,1,4,,1,,macrolide,Erythromycin,21,16,15,1,5,0.761904762,0.714285714,,
71,300,A,non-meningitis patients,1,B,Iran,Teheran,,0,2017,Houri H,10.1016/j.ijid.2017.01.020,2013,,2016,,No,0,5,0,1,4,,1,,tetracycline,Tetracycline,21,15,13,2,6,0.714285714,0.619047619,,
72,300,A,non-meningitis patients,1,B,Iran,Teheran,,0,2017,Houri H,10.1016/j.ijid.2017.01.020,2013,,2016,,No,0,5,0,1,4,,1,,levofloxacin,Levofloxacin,21,1,0,1,20,0.047619048,0,,
73,300,A,non-meningitis patients,1,B,Iran,Teheran,,0,2017,Houri H,10.1016/j.ijid.2017.01.020,2013,,2016,,No,0,5,0,1,4,,1,,SXT,SXT,21,14,12,2,7,0.666666667,0.571428571,,
74,300,A,non-meningitis patients,1,B,Iran,Teheran,,0,2017,Houri H,10.1016/j.ijid.2017.01.020,2013,,2016,,No,0,5,0,1,4,,1,,3gen_cephalosporin,Ceftriaxone,21,2,2,0,19,0.095238095,0.095238095,,
75,300,A,non-meningitis patients,1,B,Iran,Teheran,,0,2017,Houri H,10.1016/j.ijid.2017.01.020,2013,,2016,,No,0,5,0,1,4,,1,,vancomycin,Vancomycin,21,0,0,,21,0,0,,
76,300,B,meningitis patients,1,B,Iran,Teheran,,0,2017,Houri H,10.1016/j.ijid.2017.01.020,2013,,2016,,No,0,5,1,2,4,,1,,penicillin,Penicillin,32,5,5,,27,0.15625,0.15625,,
77,300,B,meningitis patients,1,B,Iran,Teheran,,0,2017,Houri H,10.1016/j.ijid.2017.01.020,2013,,2016,,No,0,5,1,2,4,,1,,levofloxacin,Levofloxacin,32,0,0,0,32,0,0,,
78,300,B,meningitis patients,1,B,Iran,Teheran,,0,2017,Houri H,10.1016/j.ijid.2017.01.020,2013,,2016,,No,0,5,1,2,4,,1,,3gen_cephalosporin,Cefotaxime,32,2,2,0,30,0.0625,0.0625,,
79,300,B,meningitis patients,1,B,Iran,Teheran,,0,2017,Houri H,10.1016/j.ijid.2017.01.020,2013,,2016,,No,0,5,1,2,4,,1,,3gen_cephalosporin,Ceftriaxone,32,2,2,0,30,0.0625,0.0625,,
80,300,B,meningitis patients,1,B,Iran,Teheran,,0,2017,Houri H,10.1016/j.ijid.2017.01.020,2013,,2016,,No,0,5,1,2,4,,1,,vancomycin,Vancomycin,32,0,0,,32,0,0,,
81,317,A,Pre-PCV Era (January 1999 to December 2000),1,B,United States of America,"Dallas, Texas",,0,2017,Gaviria-Agudelo C,10.1093/jpids/piw005.,1999,1,2000,12,Yes,0,18,1,2,6,,1,,penicillin,Penicillin,143,5,0,5,138,0.034965035,0,0.033,0.967
82,317,A,Pre-PCV Era (January 1999 to December 2000),1,B,United States of America,"Dallas, Texas",,0,2017,Gaviria-Agudelo C,10.1093/jpids/piw005.,1999,1,2000,12,Yes,0,18,1,2,6,,1,,3gen_cephalosporin,Cefotaxime,140,12,1,11,128,0.085714286,0.007,0.08,0.913
83,317,B,PCV7 Era (January 2001 to December 2010),1,B,United States of America,"Dallas, Texas",,0,2017,Gaviria-Agudelo C,10.1093/jpids/piw005.,2001,1,2010,12,Yes,0,18,1,2,6,,1,,penicillin,Penicillin,483,45,3,42,438,0.093167702,0.006,0.086,0.908
84,317,B,PCV7 Era (January 2001 to December 2010),1,B,United States of America,"Dallas, Texas",,0,2017,Gaviria-Agudelo C,10.1093/jpids/piw005.,2001,1,2010,12,Yes,0,18,1,2,6,,1,,3gen_cephalosporin,Cefotaxime,479,43,10,33,436,0.089770355,0.02,0.068,0.91
85,317,C,PCV13 Era (January 2011 to June 2014),1,B,United States of America,"Dallas, Texas",,0,2017,Gaviria-Agudelo C,10.1093/jpids/piw005.,2011,1,2014,6,Yes,0,18,1,2,6,,1,,penicillin,Penicillin,116,14,10,4,102,0.120689655,0.082,0.034,0.882
86,317,C,PCV13 Era (January 2011 to June 2014),1,B,United States of America,"Dallas, Texas",,0,2017,Gaviria-Agudelo C,10.1093/jpids/piw005.,2011,1,2014,6,Yes,0,18,1,2,6,,1,,3gen_cephalosporin,Cefotaxime,116,2,0,2,114,0.017241379,0,0.017,0.983
87,361,,,1,B,Tanzania,,32 randomly selected communities in Kilosa District,1,2017,Bloch E,10.4269/ajtmh.17-0022.,2014,,2015,,No,0,5,0,1,1,2,1,,macrolide,Azithromycin,454,101,65,36,353,0.22246696,0.143171806,,
88,413,,,1,B,Thailand,,2 boarding schools in rural area,1,2016,Tantivitayakul P,10.1007/s12088-016-0607-3,2014,6,2014,8,No,3,15,0,1,1,4,1,,penicillin,Penicillin,77,2,,,,0.025974026,,,
89,413,,,1,B,Thailand,,2 boarding schools in rural area,1,2016,Tantivitayakul P,10.1007/s12088-016-0607-3,2014,6,2014,8,No,3,15,0,1,1,4,1,,macrolide,Erythromycin,77,10,,,,0.12987013,,,
90,413,,,1,B,Thailand,,2 boarding schools in rural area,1,2016,Tantivitayakul P,10.1007/s12088-016-0607-3,2014,6,2014,8,No,3,15,0,1,1,4,1,,tetracycline,Tetracycline,77,13,,,,0.168831169,,,
91,413,,,1,B,Thailand,,2 boarding schools in rural area,1,2016,Tantivitayakul P,10.1007/s12088-016-0607-3,2014,6,2014,8,No,3,15,0,1,1,4,1,,levofloxacin,Levofloxacin,77,0,,,,0,,,
92,416,,,1,B,Jordan,,,0,2016,Swedan SF,10.4103/0255-0857.176840.,2012,,2013,,No,0,5,0,1,1,,1,,penicillin,Oxacillin,53,48,48,,5,0.905660377,0.905660377,,
93,416,,,1,B,Jordan,,,0,2016,Swedan SF,10.4103/0255-0857.176840.,2012,,2013,,No,0,5,0,1,1,,1,,macrolide,Erythromycin,53,31,28,3,22,0.58490566,0.528301887,,
94,416,,,1,B,Jordan,,,0,2016,Swedan SF,10.4103/0255-0857.176840.,2012,,2013,,No,0,5,0,1,1,,1,,macrolide,Azithromycin,53,31,29,2,22,0.58490566,0.547169811,,
95,416,,,1,B,Jordan,,,0,2016,Swedan SF,10.4103/0255-0857.176840.,2012,,2013,,No,0,5,0,1,1,,1,,macrolide,Clarithromycin,53,31,29,2,22,0.58490566,0.547169811,,
96,416,,,1,B,Jordan,,,0,2016,Swedan SF,10.4103/0255-0857.176840.,2012,,2013,,No,0,5,0,1,1,,1,,levofloxacin,Levofloxacin,53,0,0,0,53,0,0,,
97,416,,,1,B,Jordan,,,0,2016,Swedan SF,10.4103/0255-0857.176840.,2012,,2013,,No,0,5,0,1,1,,1,,SXT,SXT,53,36,29,7,17,0.679245283,0.547169811,,
98,416,,,1,B,Jordan,,,0,2016,Swedan SF,10.4103/0255-0857.176840.,2012,,2013,,No,0,5,0,1,1,,1,,chloramphenicol,Chloramphenicol,53,0,0,0,53,0,0,,
99,416,,,1,B,Jordan,,,0,2016,Swedan SF,10.4103/0255-0857.176840.,2012,,2013,,No,0,5,0,1,1,,1,,lincosamides,Clindamycin,53,18,17,1,35,0.339622642,0.320754717,,
100,416,,,1,B,Jordan,,,0,2016,Swedan SF,10.4103/0255-0857.176840.,2012,,2013,,No,0,5,0,1,1,,1,,vancomycin,Vancomycin,53,0,0,0,53,0,0,,
101,421,A,Children not attending Day care centers (Home Group),1,B,Poland,Lubin,,0,2011,Staceviciene I,10.1016/j.ijporl.2011.08.021,2002,,2003,,No,3,5,0,1,1,4,2,,penicillin,Penicillin,49,,11,,,,0.224489796,,
102,421,A,Children not attending Day care centers (Home Group),1,B,Poland,Lubin,,0,2011,Staceviciene I,10.1016/j.ijporl.2011.08.021,2002,,2003,,No,3,5,0,1,1,4,2,,macrolide,Erythromycin,49,,12,,,,0.244897959,,
103,421,A,Children not attending Day care centers (Home Group),1,B,Poland,Lubin,,0,2011,Staceviciene I,10.1016/j.ijporl.2011.08.021,2002,,2003,,No,3,5,0,1,1,4,2,,tetracycline,Tetracycline,49,,19,,,,0.387755102,,
104,421,A,Children not attending Day care centers (Home Group),1,B,Poland,Lubin,,0,2011,Staceviciene I,10.1016/j.ijporl.2011.08.021,2002,,2003,,No,3,5,0,1,1,4,2,,SXT,SXT,49,,22,,,,0.448979592,,
105,421,A,Children not attending Day care centers (Home Group),1,B,Poland,Lubin,,0,2011,Staceviciene I,10.1016/j.ijporl.2011.08.021,2002,,2003,,No,3,5,0,1,1,4,2,,chloramphenicol,Chloramphenicol,49,,10,,,,0.204081633,,
106,421,A,Children not attending Day care centers (Home Group),1,B,Poland,Lubin,,0,2011,Staceviciene I,10.1016/j.ijporl.2011.08.021,2002,,2003,,No,3,5,0,1,1,4,2,,lincosamides,Clindamycin,49,,12,,,,0.244897959,,
107,421,B,Children from Day care centers (DCC),1,B,Poland,Lubin,,0,2011,Staceviciene I,10.1016/j.ijporl.2011.08.021,2002,,2003,,No,3,5,0,1,1,4,2,,penicillin,Penicillin,293,,123,,,,0.419795222,,
108,421,B,Children from Day care centers (DCC),1,B,Poland,Lubin,,0,2011,Staceviciene I,10.1016/j.ijporl.2011.08.021,2002,,2003,,No,3,5,0,1,1,4,2,,macrolide,Erythromycin,293,,89,,,,0.303754266,,
109,421,B,Children from Day care centers (DCC),1,B,Poland,Lubin,,0,2011,Staceviciene I,10.1016/j.ijporl.2011.08.021,2002,,2003,,No,3,5,0,1,1,4,2,,tetracycline,Tetracycline,293,,122,,,,0.416382253,,
110,421,B,Children from Day care centers (DCC),1,B,Poland,Lubin,,0,2011,Staceviciene I,10.1016/j.ijporl.2011.08.021,2002,,2003,,No,3,5,0,1,1,4,2,,SXT,SXT,293,,164,,,,0.559726963,,
111,421,B,Children from Day care centers (DCC),1,B,Poland,Lubin,,0,2011,Staceviciene I,10.1016/j.ijporl.2011.08.021,2002,,2003,,No,3,5,0,1,1,4,2,,chloramphenicol,Chloramphenicol,293,,93,,,,0.317406143,,
112,421,B,Children from Day care centers (DCC),1,B,Poland,Lubin,,0,2011,Staceviciene I,10.1016/j.ijporl.2011.08.021,2002,,2003,,No,3,5,0,1,1,4,2,,lincosamides,Clindamycin,293,,88,,,,0.300341297,,
113,422,,,1,B,Turkey,Istanbul,,0,2016,Soysal A,10.1016/j.vaccine.2016.05.043,2011,,2013,,No,0,18,0,1,4,,1,,penicillin,Penicillin-Oral,133,90,24,56,53,0.676691729,0.180451128,,
